research_field_name,laboratory_count,laboratory_ids,department_names,laboratory_names,category_code,category_name,classification_basis,confidence,review_status
화학저항형 가스센서,1,129,반도체시스템공학과,CAI ZHICHENG 교수님 연구실,ELECTRONIC_DEVICES,전자소자·센서·나노소재,화학저항식 가스센서 소자,HIGH,APPROVED
확률 기반 추정론,2,112|159,인공지능데이터사이언스학과|AI로봇학과,김용훈 교수님 연구실|Hussain Dildar 교수님 연구실,CONTROL_SYSTEMS,제어·추정·시스템공학,제어·항법용 확률 추정,HIGH,APPROVED
확장현실,2,9|178,컴퓨터공학과|콘텐츠소프트웨어학과,이종원 교수님 연구실|최수미 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,VR·AR·MR 확장현실,HIGH,APPROVED
확장현실(XR: VR/AR/MR),1,22,컴퓨터공학과,Abolghasem Sadeghi-Niaraki 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,VR·AR·MR 상호작용 기술,HIGH,APPROVED
휴머노이드 로봇,1,94,AI로봇학과,우현수 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,인간형 지능 로봇,HIGH,APPROVED
힘·압력(Force/Pressure) 센서,1,129,반도체시스템공학과,CAI ZHICHENG 교수님 연구실,ELECTRONIC_DEVICES,전자소자·센서·나노소재,힘·압력 측정 센서 소자,HIGH,APPROVED
Affective Computing,1,154,인공지능데이터사이언스학과,이수진 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,감정 인식 인간중심 컴퓨팅,HIGH,APPROVED
Agentic AI,1,143,인공지능데이터사이언스학과,문연국 교수님 연구실,AI_ML,인공지능·기계학습,자율 에이전트 인공지능,HIGH,APPROVED
Agentic AI 기반 사이버 공방,1,78,정보보호학과,최창희 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,AI 기반 사이버 공격·방어,HIGH,APPROVED
AI,2,80|154,인공지능데이터사이언스학과|정보보호학과,박종일 교수님 연구실|이수진 교수님 연구실,AI_ML,인공지능·기계학습,범용 인공지능 연구 항목,MEDIUM,APPROVED
AI & Visual Computing,1,154,인공지능데이터사이언스학과,이수진 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,AI 기반 시각 컴퓨팅,HIGH,APPROVED
AI 기반 무인비행체,1,47,AI융합전자공학과,송형규 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,AI 기반 자율 무인항공기,HIGH,APPROVED
AI 기반 의료 서비스 및 애플리케이션,1,155,인공지능데이터사이언스학과,알안타리무가헤드알리샤우퀴 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,의료 서비스용 인공지능,HIGH,APPROVED
AI 기반 자연어 처리(NLP),1,155,인공지능데이터사이언스학과,알안타리무가헤드알리샤우퀴 교수님 연구실,AI_ML,인공지능·기계학습,인공지능 자연어 처리,HIGH,APPROVED
AI 기반 차세대 통신 DNA 저장 장치 시멘틱 통신 양자 정보,1,166,지능정보융합학과,김성환 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,차세대·시맨틱 통신이 주된 문맥,MEDIUM,APPROVED
AI 기반 청정에너지,1,155,인공지능데이터사이언스학과,알안타리무가헤드알리샤우퀴 교수님 연구실,ENERGY_ENVIRONMENT,에너지·환경·기후,청정에너지 분야 인공지능,HIGH,APPROVED
AI 기반 APT 공격 탐지,1,78,정보보호학과,최창희 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,AI 기반 지능형 공격 탐지,HIGH,APPROVED
AI 기본 모델링 및 추정,1,99,AI로봇학과,강창호 교수님 연구실,CONTROL_SYSTEMS,제어·추정·시스템공학,시스템 모델링·상태 추정,HIGH,APPROVED
AI 사이버 보안,1,78,정보보호학과,최창희 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,인공지능 기반 사이버보안,HIGH,APPROVED
AI Accelerator,1,116,반도체시스템공학과,김동순 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,인공지능 연산 가속 하드웨어,HIGH,APPROVED
AI-RAN,1,174,지능정보융합학과,강홍구 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,AI 결합 무선접속망,HIGH,APPROVED
AI/응용특화 가속기 설계,1,15,컴퓨터공학과,박기호 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,AI 전용 반도체 가속기 설계,HIGH,APPROVED
AI/ML/FL,1,27,컴퓨터공학과,Tanveer Jawad 교수님 연구실,AI_ML,인공지능·기계학습,AI·머신러닝·연합학습 방법,HIGH,APPROVED
AI/ML기반의 악성코드 분석 및 탐지,1,77,정보보호학과,김종현 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,AI 기반 악성코드 보안 분석,HIGH,APPROVED
AI로봇,2,83|94,AI로봇학과,김형석 교수님 연구실|우현수 교수님 연구실,ROBOT_AUTONOMOUS,로봇·자율시스템,인공지능 융합 로봇,HIGH,APPROVED
AI헬스케어,1,146,인공지능데이터사이언스학과,박동현 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,헬스케어 특화 인공지능,HIGH,APPROVED
AI활용 융합교육,1,187,콘텐츠소프트웨어학과,김화슬 교수님 연구실,POLICY_MANAGEMENT,경영·정책·법·교육,AI 활용 교육·융합 기획,MEDIUM,APPROVED
and AIoT,1,26,컴퓨터공학과,다오누곡 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,AI 결합 사물인터넷 시스템,HIGH,APPROVED
"Artificial Intelligence (AI,) 최적화 (Optimization)",1,31,컴퓨터공학과,Abdulrahman Hussein Abdullah Ba Alawi 교수님 연구실,CONTROL_SYSTEMS,제어·추정·시스템공학,공정 시스템 AI 최적화,HIGH,APPROVED
ASIC 칩 설계,1,12,컴퓨터공학과,박우찬 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,주문형 반도체 칩 설계,HIGH,APPROVED
Biosensor platform for neurotransmitter detection,1,117,반도체시스템공학과,임유승 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,신경전달물질 검출 바이오센서,HIGH,APPROVED
CNN기반 비디오코딩,1,7,컴퓨터공학과,이영렬 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,딥러닝 기반 영상 부호화,HIGH,APPROVED
Computer Vision,1,13,컴퓨터공학과,문현준 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,영상 인식·컴퓨터 비전,HIGH,APPROVED
Data mining,1,180,콘텐츠소프트웨어학과,최준연 교수님 연구실,DATA_INFORMATION,데이터과학·정보관리,데이터 패턴 발굴·분석,HIGH,APPROVED
Deep Learning,1,51,AI융합전자공학과,한종기 교수님 연구실,AI_ML,인공지능·기계학습,범용 심층학습 방법론,HIGH,APPROVED
Deep Learning Biometrics (Face Detection & Recognition),1,13,컴퓨터공학과,문현준 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,얼굴 영상 검출·인식,HIGH,APPROVED
Digital Hologram,1,48,AI융합전자공학과,김태근 교수님 연구실,PHOTONICS_OPTICS,광학·포토닉스,디지털 홀로그램 광학,HIGH,APPROVED
Digital Holography,1,48,AI융합전자공학과,김태근 교수님 연구실,PHOTONICS_OPTICS,광학·포토닉스,디지털 홀로그래피 광학 기술,HIGH,APPROVED
Domuent AI,1,145,인공지능데이터사이언스학과,민병석 교수님 연구실,AI_ML,인공지능·기계학습,Document AI로 해석되는 AI 응용 모델,MEDIUM,APPROVED
Edge AI,1,174,지능정보융합학과,강홍구 교수님 연구실,AI_ML,인공지능·기계학습,엣지 환경 인공지능 실행,HIGH,APPROVED
Emotional AI,1,143,인공지능데이터사이언스학과,문연국 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,감정 이해 인간중심 AI,HIGH,APPROVED
Federated Learning,1,174,지능정보융합학과,강홍구 교수님 연구실,AI_ML,인공지능·기계학습,분산·연합 머신러닝,HIGH,APPROVED
fractional calculus 응용,1,164,지능정보융합학과,이학성 교수님 연구실,CONTROL_SYSTEMS,제어·추정·시스템공학,자동제어용 분수 미적분 응용,HIGH,APPROVED
GIS,1,22,컴퓨터공학과,Abolghasem Sadeghi-Niaraki 교수님 연구실,DATA_INFORMATION,데이터과학·정보관리,지리공간 정보시스템·공간데이터,HIGH,APPROVED
GPU 구조,1,12,컴퓨터공학과,박우찬 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,그래픽 처리장치 하드웨어 구조,HIGH,APPROVED
HCI,1,178,콘텐츠소프트웨어학과,이종원 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,인간-컴퓨터 상호작용,HIGH,APPROVED
Hologram Contents,1,48,AI융합전자공학과,김태근 교수님 연구실,PHOTONICS_OPTICS,광학·포토닉스,홀로그램 광학 콘텐츠 기술,MEDIUM,APPROVED
Holographic Camera,1,48,AI융합전자공학과,김태근 교수님 연구실,PHOTONICS_OPTICS,광학·포토닉스,홀로그래픽 광학 카메라,HIGH,APPROVED
Holographic Coherence Tomography,1,48,AI융합전자공학과,김태근 교수님 연구실,PHOTONICS_OPTICS,광학·포토닉스,홀로그래픽 단층 광학 영상,HIGH,APPROVED
Holographic Image Recognition,1,48,AI융합전자공학과,김태근 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,홀로그램 영상 인식,HIGH,APPROVED
Human-Centered AI for Media and Creativity,1,154,인공지능데이터사이언스학과,이수진 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,미디어 창작용 인간중심 AI,HIGH,APPROVED
Image Processing,1,13,컴퓨터공학과,문현준 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,디지털 영상 신호 처리,HIGH,APPROVED
Industrial AI Application,1,145,인공지능데이터사이언스학과,민병석 교수님 연구실,INDUSTRIAL_MOBILITY,산업·모빌리티·스마트인프라,산업 현장 인공지능 응용,HIGH,APPROVED
intelligent systems,2,26|180,컴퓨터공학과|콘텐츠소프트웨어학과,다오누곡 교수님 연구실|최준연 교수님 연구실,AI_ML,인공지능·기계학습,예측분석 기반 지능 시스템,HIGH,APPROVED
IoT 보안,1,70,정보보호학과,박기웅 교수님 연구실,SECURITY_CRYPTO,정보보안·암호,사물인터넷 시스템 보안,HIGH,APPROVED
IT 서비스,1,35,컴퓨터공학과,권기학 교수님 연구실,POLICY_MANAGEMENT,경영·정책·법·교육,IT 서비스 기획·경영,HIGH,APPROVED
IT 정책 경영,1,35,컴퓨터공학과,권기학 교수님 연구실,POLICY_MANAGEMENT,경영·정책·법·교육,IT 정책·사업 경영,HIGH,APPROVED
IT융합,1,68,AI융합전자공학과,이경근 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,통신망 중심 IT 융합,MEDIUM,APPROVED
IT융합 디지털신호처리용 프로세서 설계,1,55,AI융합전자공학과,이성주 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,디지털신호처리 프로세서 하드웨어,HIGH,APPROVED
LLM,1,146,인공지능데이터사이언스학과,박동현 교수님 연구실,AI_ML,인공지능·기계학습,대규모 언어모델 인공지능,HIGH,APPROVED
Machine Learning,1,13,컴퓨터공학과,문현준 교수님 연구실,AI_ML,인공지능·기계학습,범용 머신러닝 방법론,HIGH,APPROVED
Metaverse System,1,51,AI융합전자공학과,한종기 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,메타버스·몰입형 시스템,HIGH,APPROVED
mobile cloudification,1,26,컴퓨터공학과,다오누곡 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,모바일 네트워크 클라우드화,HIGH,APPROVED
MPEG,1,45,AI융합전자공학과,문주희 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,디지털 영상 압축 표준,HIGH,APPROVED
MRI 재구성,1,158,인공지능데이터사이언스학과,알마스니모하메드압둘라힘모하메드 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,자기공명 의료영상 재구성,HIGH,APPROVED
Multiple View Geometry,1,37,컴퓨터공학과,이수빈 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,다중시점 컴퓨터 비전 기하,HIGH,APPROVED
network softwarization,1,26,컴퓨터공학과,다오누곡 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,통신 네트워크 소프트웨어화,HIGH,APPROVED
Neuromorphic devices,1,117,반도체시스템공학과,임유승 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,뉴로모픽 반도체 소자,HIGH,APPROVED
On-device AI,1,174,지능정보융합학과,강홍구 교수님 연구실,AI_ML,인공지능·기계학습,기기 내 인공지능 실행,HIGH,APPROVED
Pattern Recognition Artificial Intelligence,1,13,컴퓨터공학과,문현준 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,영상 패턴·얼굴 인식 AI,HIGH,APPROVED
Power semiconductor materials & devices,1,117,반도체시스템공학과,임유승 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,전력반도체 소재·소자,HIGH,APPROVED
Predictive Analytics,1,180,콘텐츠소프트웨어학과,최준연 교수님 연구실,DATA_INFORMATION,데이터과학·정보관리,데이터 기반 예측 분석,HIGH,APPROVED
Quantum Transfer Computing,1,116,반도체시스템공학과,김동순 교수님 연구실,QUANTUM_TECH,양자정보·양자기술,양자 컴퓨팅 기술 항목,MEDIUM,APPROVED
RF 집적회로(RFIC),1,34,컴퓨터공학과,Rajendra Dhakal 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,무선주파수 집적회로 설계,HIGH,APPROVED
RF/마이크로파 집적 센서,1,34,컴퓨터공학과,Rajendra Dhakal 교수님 연구실,ELECTRONIC_DEVICES,전자소자·센서·나노소재,RF·마이크로파 센서 소자,HIGH,APPROVED
"Signal Processor(Audio, Video, Sensor)",1,116,반도체시스템공학과,김동순 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,오디오·영상 신호처리 하드웨어,HIGH,APPROVED
Sim2Real,1,174,지능정보융합학과,강홍구 교수님 연구실,AI_ML,인공지능·기계학습,시뮬레이션-현실 AI 전이,MEDIUM,APPROVED
SoC 구조 설계,1,15,컴퓨터공학과,박기호 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,시스템온칩 하드웨어 구조 설계,HIGH,APPROVED
SoC Design,1,116,반도체시스템공학과,김동순 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,시스템온칩 반도체 설계,HIGH,APPROVED
Social media,1,180,콘텐츠소프트웨어학과,최준연 교수님 연구실,DATA_INFORMATION,데이터과학·정보관리,소셜미디어 데이터 분석,HIGH,APPROVED
SW 공학,1,35,컴퓨터공학과,권기학 교수님 연구실,SOFTWARE_COMPUTING,소프트웨어·컴퓨팅시스템,소프트웨어 개발 공학,HIGH,APPROVED
SW 마케팅,1,35,컴퓨터공학과,권기학 교수님 연구실,POLICY_MANAGEMENT,경영·정책·법·교육,소프트웨어 사업 마케팅,HIGH,APPROVED
SW 사업 발주 지원 체계,1,35,컴퓨터공학과,권기학 교수님 연구실,POLICY_MANAGEMENT,경영·정책·법·교육,공공 SW 조달·발주 제도,HIGH,APPROVED
SW 요구 사항 분석,1,35,컴퓨터공학과,권기학 교수님 연구실,SOFTWARE_COMPUTING,소프트웨어·컴퓨팅시스템,소프트웨어 요구공학·분석,HIGH,APPROVED
SW법.제도,1,35,컴퓨터공학과,권기학 교수님 연구실,POLICY_MANAGEMENT,경영·정책·법·교육,소프트웨어 법·제도·정책,HIGH,APPROVED
Temporal Network Graph Database Graph Mining Internet of Things,1,181,콘텐츠소프트웨어학과,변재욱 교수님 연구실,DATA_INFORMATION,데이터과학·정보관리,시계열 그래프 DB·마이닝,MEDIUM,APPROVED
Time-series LLM,1,148,인공지능데이터사이언스학과,신승협 교수님 연구실,AI_ML,인공지능·기계학습,시계열용 대규모 언어모델,HIGH,APPROVED
UAV 통신,1,161,인공지능데이터사이언스학과,FARANAKSADAT SOLAT 교수님 연구실,COMM_NETWORK,통신·네트워크·IoT,무인항공기 무선 통신,HIGH,APPROVED
UAV/UAM 전주기 설계·개발,1,103,AI로봇학과,손찬규 교수님 연구실,INDUSTRIAL_MOBILITY,산업·모빌리티·스마트인프라,항공 모빌리티 설계·개발,HIGH,APPROVED
UV 광센서/포토디텍터,1,129,반도체시스템공학과,CAI ZHICHENG 교수님 연구실,PHOTONICS_OPTICS,광학·포토닉스,자외선 광센서·광검출기,HIGH,APPROVED
"Video Coding (HEVC, VVC, post VVC)",1,51,AI융합전자공학과,한종기 교수님 연구실,SIGNAL_MEDIA,신호·영상·미디어처리,차세대 디지털 영상 부호화,HIGH,APPROVED
VLSI 설계,1,116,반도체시스템공학과,김동순 교수님 연구실,SEMICONDUCTOR_HW,반도체·집적회로·컴퓨팅하드웨어,초고밀도 집적회로 설계,HIGH,APPROVED
VOC/유해가스 검지,1,129,반도체시스템공학과,CAI ZHICHENG 교수님 연구실,ELECTRONIC_DEVICES,전자소자·센서·나노소재,유해가스 센서 검지 기술,HIGH,APPROVED
VR/AR,1,184,콘텐츠소프트웨어학과,정승화 교수님 연구실,HCI_XR,HCI·XR·인터랙티브미디어,가상·증강현실 기술,HIGH,APPROVED
Wearable healthcare sensor platform,1,117,반도체시스템공학과,임유승 교수님 연구실,BIOMED_HEALTH,바이오·의료·헬스케어,웨어러블 헬스케어 센서,HIGH,APPROVED
XAI 기반 비전 대규모 언어 모델(VLLM),1,155,인공지능데이터사이언스학과,알안타리무가헤드알리샤우퀴 교수님 연구실,AI_ML,인공지능·기계학습,설명 가능한 비전 대규모 언어모델,HIGH,APPROVED
XAI 등,1,148,인공지능데이터사이언스학과,신승협 교수님 연구실,AI_ML,인공지능·기계학습,설명가능 인공지능 방법론,HIGH,APPROVED
